alpha,u_text,u_voice,nash_product
0.379,0.5249932168918626,0.87590205578297,0.39334809021153566
0.38,0.5264799979229484,0.8750574128500022,0.394174088336994
0.381,0.5279667448355307,0.8742091966926278,0.3949958359505147
0.382,0.5294534413487266,0.8733574051868638,0.3958133027632907
0.383,0.530940071128846,0.8725020363022635,0.3966264585319045
0.384,0.532426617789995,0.871643088102493,0.3974352730606087
0.385,0.5339130648946884,0.8707805587459032,0.39823971620361687
0.386,0.5353993959544672,0.8699144464860968,0.3990397578674017
0.387,0.5368855944305261,0.8690447496724922,0.3998353680130046
0.388,0.5383716437343473,0.868171466750881,0.4006265166583525
0.389,0.5398575272283419,0.867294596263983,0.401413173880584
0.39,0.5413432282264996,0.8664141368519949,0.40219530981838386
0.391,0.5428287299950446,0.8655300872531332,0.4029728946743243
0.392,0.5443140157531003,0.8646424463041755,0.4037458987172161
0.393,0.5457990686733605,0.8637512129409923,0.40451429228446495
0.394,0.5472838718827684,0.8628563861990777,0.405278045784437
0.395,0.5487684084632025,0.8619579652140719,0.4060371296988295
0.396,0.5502526614521708,0.8610559492222793,0.4067915145850492
0.397,0.5517366138435111,0.8601503375611821,0.40754117107859694
0.398,0.5532202485880988,0.859241129669946,0.4082860698954568
0.399,0.5547035485945634,0.8583283250899234,0.4090261818344943
0.4,0.5561864967300093,0.8574119234651472,0.4097614777798555
0.401,0.5576690758207463,0.8564919245428219,0.4104919287033748
0.402,0.5591512686530266,0.8555683281738067,0.4112175056669863
0.403,0.5606330579737868,0.8546411343130937,0.4119381798251386
0.404,0.5621144264914006,0.8537103430202788,0.4126539224272156
0.405,0.5635953568764344,0.8527759544600277,0.41336470481995946
0.406,0.5650758317624128,0.8518379689025343,0.4140704984498982
0.40700000000000003,0.5665558337465897,0.8508963867239734,0.41477127486577575
0.40800000000000003,0.5680353453907261,0.8499512084069469,0.41546700572098577
0.40900000000000003,0.5695143492218742,0.8490024345409226,0.4161576627760057
0.41000000000000003,0.5709928277331701,0.8480500658226664,0.4168432179008362
0.41100000000000003,0.5724707633846304,0.8470941030566698,0.41752364307744044
0.41200000000000003,0.5739481386039573,0.846134547155566,0.41819891040218377
0.41300000000000003,0.57542493578735,0.8451713991405446,0.4188689920882785
0.41400000000000003,0.5769011373003206,0.8442046601417534,0.419533860468224
0.41500000000000004,0.578376725478519,0.8432343313986983,0.42019348799625234
0.41600000000000004,0.5798516826285629,0.8422604142606318,0.42084784725077073
0.417,0.5813259910288731,0.8412829101869368,0.42149691093680497
0.418,0.5827996329305167,0.8403018207475008,0.4221406518884419
0.419,0.5842725905580555,0.8393171476230858,0.42277904307127195
0.42,0.585744846110399,0.8383288926056855,0.42341205758482703
0.421,0.5872163817616676,0.8373370575988802,0.4240396686650224
0.422,0.5886871796620549,0.8363416446181798,0.4246618496865895
0.423,0.5901572219387032,0.8353426557913612,0.4252785741655125
0.424,0.5916264906965794,0.8343400933587964,0.42588981576145823
0.425,0.5930949680193586,0.8333339596737737,0.42649554828020453
0.426,0.5945626359703129,0.8323242572028096,0.42709574567606434
0.427,0.5960294765932062,0.8313109885259531,0.4276903820543062
0.428,0.5974954719131922,0.8302941563370815,0.4282794316735694
